khushaal,GET,https://api.postalpincode.in/pincode/395007,200,[{'Message': 'Number of pincode(s) found:11', 'Status': 'Success', 'PostOffice': [{'Name': 'Abhva', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Athwa', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Non-Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Bharthana', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat City', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Gavier', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Khajod', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Magdalla', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Piplod (Surat)', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Non-Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Nizar', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Svr College', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat City', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Umra', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Veer Narmad South Gujarat University', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Non-Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Choryasi', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Vesu', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}]}],1.1642096042633057,None
khushaal,GET,https://jsonplaceholder.typicode.com/todos/1,200,{'userId': 1, 'id': 1, 'title': 'delectus aut autem', 'completed': False},0.859630823135376,None
khushaal,POST,https://jsonplaceholder.typicode.com/posts,201,{'title': 'foo', 'body': 'bar', 'userId': 1, 'id': 101},0.7436063289642334,None
khushaal,PUT,https://jsonplaceholder.typicode.com/posts/1,200,{'id': 1, 'title': 'foo', 'body': 'bar', 'userId': 1},1.1915693283081055,None
khushaal,GET,https://api.postalpincode.in/pincode/395007,200,[{'Message': 'Number of pincode(s) found:11', 'Status': 'Success', 'PostOffice': [{'Name': 'Abhva', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Athwa', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Non-Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Bharthana', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat City', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Gavier', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Khajod', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Magdalla', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Piplod (Surat)', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Non-Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Nizar', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Svr College', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat City', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Umra', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Veer Narmad South Gujarat University', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Non-Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Choryasi', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Vesu', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}]}],1.5038762092590332,None
khushaal,GET,https://jsonplaceholder.typicode.com/todos/1,200,{'userId': 1, 'id': 1, 'title': 'delectus aut autem', 'completed': False},1.7331459522247314,None
khushaal,POST,https://jsonplaceholder.typicode.com/posts,201,{'title': 'foo', 'body': 'bar', 'userId': 1, 'id': 101},0.8243768215179443,None
khushaal,PUT,https://jsonplaceholder.typicode.com/posts/1,200,{'id': 1, 'title': 'foo', 'body': 'bar', 'userId': 1},1.4630920886993408,None
khushaal,GET,https://api.postalpincode.in/pincode/395007,200,[{'Message': 'Number of pincode(s) found:11', 'Status': 'Success', 'PostOffice': [{'Name': 'Abhva', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Athwa', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Non-Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Bharthana', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat City', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Gavier', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Khajod', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Magdalla', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Piplod (Surat)', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Non-Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Nizar', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Svr College', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat City', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Umra', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Veer Narmad South Gujarat University', 'Description': None, 'BranchType': 'Sub Post Office', 'DeliveryStatus': 'Non-Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Choryasi', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}, {'Name': 'Vesu', 'Description': None, 'BranchType': 'Branch Post Office', 'DeliveryStatus': 'Delivery', 'Circle': 'Gujarat', 'District': 'Surat', 'Division': 'Surat', 'Region': 'Vadodara', 'Block': 'Surat', 'State': 'Gujarat', 'Country': 'India', 'Pincode': '395007'}]}],1.5094404220581055,127.0.0.1
khushaal,GET,https://jsonplaceholder.typicode.com/todos/1,200,{'userId': 1, 'id': 1, 'title': 'delectus aut autem', 'completed': False},1.1651947498321533,127.0.0.1
khushaal,POST,https://jsonplaceholder.typicode.com/posts,201,{'title': 'foo', 'body': 'bar', 'userId': 1, 'id': 101},1.6783466339111328,127.0.0.1
khushaal,PUT,https://jsonplaceholder.typicode.com/posts/1,200,{'id': 1, 'title': 'foo', 'body': 'bar', 'userId': 1},0.7660984992980957,127.0.0.1
